Наименование,Город,Рубрики,Email,Мобильный,Телефон 1,Телефон 2,WhatsApp,Telegram,ВКонтакте,2GIS URL
Мебельный рай,Екатеринбург,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Офисная мебель,,79089016461,89089016461,,https://wa.me/79089016461,,,https://2gis.com/firm/1267166676215071
Мебелефф,Екатеринбург,Мебель на заказ; Корпусная мебель,,79220309997,89220309997,,https://wa.me/79220309997,,,https://2gis.com/firm/70000001023177502
Мебелит,Екатеринбург,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79827087802,89827087802,,,,https://vk.com/mebelit96,https://2gis.com/firm/70000001097508241
Мебель Вам,Первоуральск,Мебель на заказ; Офисная мебель; Детская мебель; Мебель для кухни; Матрасы,,79090004453,89090004453,83439271370,,https://t.me/+79090004453,https://vk.com/mebelvampvk,https://2gis.com/firm/70000001007008279
Мир комфортной мебели,Екатеринбург,Мебель на заказ; Мебельные магазины; Мягкая мебель,,79041632232,89041632232,,,,,https://2gis.com/firm/70000001055045785
Мир Уюта,Екатеринбург,Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель,,79920097418,89920097418,,https://wa.me/79920097418,,https://vk.com/id859955487,https://2gis.com/firm/70000001088728905
Мк-Мебель,Среднеуральск,Мебель на заказ; Мебель для кухни,,79024401512,89024401512,,,,https://vk.com/club230278672,https://2gis.com/firm/70000001105138253
МебельШик,,Мебель на заказ; Детская мебель; Мягкая мебель,,79326119896,89326119896,,https://wa.me/79326119896,,https://vk.com/mebel_shik_ekb,https://2gis.com/firm/70000001081883997
Медема,Березовский,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель; Торгово-выставочное оборудование; Офисная мебель; Медицинская и лабораторная мебель; Мебель для учебных учреждений; Мебель для общественного питания; Мебель для ванных комнат,,79122408772,89122408772,83433790583,https://wa.me/79122408772,https://t.me/+79122408772,https://vk.com/medema,https://2gis.com/firm/1267165676838170
Медная гора,Екатеринбург,Мебель на заказ; Мебельные фасады; Погонажные изделия; Стеновые панели; Корпусная мебель; Мебель для кухни,,79536041385,89536041385,,https://wa.me/79536041385,https://t.me/+79536041385,https://vk.com/mgfasad,https://2gis.com/firm/70000001025373213
НК,Екатеринбург,Мебель на заказ; Художественные мастерские; Сувениры; Корпусная мебель; Декоративные отделочные материалы,,79923376074,89923376074,,https://wa.me/79923376074,https://t.me/+79923376074,https://vk.com/newkeya,https://2gis.com/firm/70000001079761874
Миладочь,Невьянск,Мебель на заказ; Корпусная мебель,,79527345722,89527345722,89022543054,https://wa.me/79022543054,,https://vk.com/miladoch,https://2gis.com/firm/70000001089317306
Новый век,Полевской,Мебель на заказ; Корпусная мебель,,79045433532,89045433532,,,,,https://2gis.com/firm/70000001115032336
Нота-Мебель,Полевской,Мебель на заказ; Корпусная мебель; Мягкая мебель; Мебель для кухни,,79530090001,89530090001,89530090002,,,,https://2gis.com/firm/70000001105847481
ОкДиван,Екатеринбург,Мебель на заказ; Мягкая мебель; Стеновые панели; Мебель для кухни; Корпусная мебель; Мебель для общественного питания,,79030830300,89030830300,,,,https://vk.com/mebelnazakaz_okdivan,https://2gis.com/firm/70000001105301443
Оливия Кухни,Екатеринбург,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79221016395,89221229154 (доп.1),89221016395,,,https://vk.com/olivia_kuhni,https://2gis.com/firm/70000001113683947
Отец и сын,Сысерть,"Мебель на заказ; Сварочные работы; Кованые изделия; Интерьерные лестницы; Мангалы, коптильни, тандыры",,79827282118,89827282118,,https://wa.me/79827282118,,https://vk.com/public83925502,https://2gis.com/firm/70000001051644627
Офис,Екатеринбург,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79122292146,89122292146,,https://wa.me/79122292146,https://t.me/+79122292146,https://vk.com/mebeldlyadoma_ekb,https://2gis.com/firm/70000001104775079
Молвинец,Среднеуральск,Мебель на заказ; Офисная мебель; Мягкая мебель; Мебель для кухни,,79221456244,89221456244 (директор),,,,https://vk.com/mebelmolvinec,https://2gis.com/firm/70000001088807318
Монолит,Екатеринбург,Мебель на заказ; Мебель для кухни; Корпусная мебель,,79321248526,89321248526,,,https://t.me/+79321248526,,https://2gis.com/firm/70000001111511119
Моя мебель,Екатеринбург,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Офисная мебель; Мебельные фасады; Детская мебель,,79028711889,83432907877,89028711889,,,https://vk.com/my_mebel66,https://2gis.com/firm/70000001034138826
