Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Аванта,производство корпусной мебели,Мебель на заказ; Мебель для кухни; Детская мебель; Офисная мебель; Мебельные фасады; Корпусная мебель,"улица Маковского, 6",1 этаж,630102,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+07:00,4.6,19,89293850397 (единый номер: пн-вс 10:00-19:00),,,,,http://avantamebel154.ru/home,,,,https://vk.com/avantamf,https://wa.me/79293850397,,,,,,https://t.me/+79293850397,,,,55.011428,82.931742,https://2gis.com/firm/70000001114241319,branch
Ависта,фабрика мебельных фасадов,Мебель на заказ; Мебельные фасады; Изделия из камня для помещений,"Бетонная улица, 8а к1",,630024,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+07:00,4.0,24,89069065492,,,,,http://avistafasad.com,,,,,https://wa.me/79069065492,,,,,,https://t.me/79069065492,https://t.me/+79069065492,,,54.960033,82.913784,https://2gis.com/firm/70000001022293613,branch
АЛЕГАР,группа компаний,Мебель на заказ; Торгово-выставочное оборудование; Перегородки; Мебель для кухни; Распиловка древесины; Мебельные фасады; Корпусная мебель; Детская мебель; Ремонт мебели,"Гурьевская улица, 78",26 офис; 2 этаж,630008,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 12:00-17:00 (по предварительной записи: сб),+07:00,4.6,31,83832060040,83832060020,,,,http://www.alegar-group.ru,,,,https://vk.com/mebelalegar,https://wa.me/79232596088,,,,,,,,,,55.015706,82.956026,https://2gis.com/firm/141265769366381,branch
Апельсин,,Мебель на заказ; Мебельные фасады; Ремонт мебели; Интерьерные лестницы,"Большевистская улица, 125/2",1 этаж,630083,,Октябрьский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,6,89139014545,83833671771,,,,http://apelsinfasad.ru/,,,,https://vk.com/apelsin_furniture,https://wa.me/79134608686,,,,,,,,,,55.00086,82.95593,https://2gis.com/firm/70000001036752664,branch
Ария,компания,"Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Распиловка древесины; ЛДСП, ДВПО, МДФ; Мебельные фасады; Офисная мебель; Мебель для ванных комнат; Мебель для учебных учреждений; Мебель для общественного питания","Игарская улица, 64 к5",,630061,,Калининский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,4.8,49,89139411707,,,,,http://mebel-aria.ru/,http://mebel-aria.ru,,,https://vk.com/mebelariya,https://wa.me/79139411707,,,,,,https://t.me/+79139411707,https://t.me/MebelAriaNSK,,https://youtube.com/user-zy3fz2js1j,55.103672,82.948575,https://2gis.com/firm/70000001032715431,branch
Артвуд,столярная мастерская по изготовлению изделий из массива дерева,Мебель на заказ; Строительство дач и коттеджей; Строительство бань и саун; Деревообработка; Мебель для кухни; Межкомнатные двери; Садово-парковая мебель; Входные двери; Офисная мебель; Мебель для ванных комнат; Погонажные изделия; Мебельные фасады; Интерьерные лестницы,"Зоологическая улица, 2а",,630060,Нижняя Ельцовка ж/м,Советский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+07:00,4.6,34,89139184017,,,,,http://artwood-aleks.ru,http://artwood-alex.ru,,,,https://wa.me/79139184017,,,,,,,,,,54.888189,83.070051,https://2gis.com/firm/70000001036292526,branch
Артмассив,столярно-производственная компания,Мебель на заказ; Мебельные фасады; Облицовочные материалы для мебели; Мебель для общественного питания; Корпусная мебель; Стеновые панели; Декоративные отделочные материалы,"Станционная улица, 32 к13",1 этаж,630108,,Ленинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,5.0,1,83833819490,,,,,http://www.artmassiv.com,,,,https://vk.com/mebel_iz_massiva_novosibirsk,https://wa.me/79139878448,,,,,,https://t.me/+79139878448,,,,55.002032,82.855101,https://2gis.com/firm/141266769796443,branch
Атлас,мебельная фабрика,Мебель на заказ; Мебель для кухни; Корпусная мебель; Мебельные фасады; Детская мебель; Мебель для ванных комнат; Дизайн интерьеров,"улица Бориса Богаткова, 266а",36 офис; 3 этаж,630089,Золотая Нива м-н,Дзержинский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+07:00,4.9,176,89237881888,89537699888,,mfatlas@mail.ru,,http://www.mfatlas.ru,,,,https://vk.com/mebel_v_nsk154,https://wa.me/79237881888,https://wa.me/79537699888,,,,,https://t.me/+79237881888,,,,55.042363,82.985413,https://2gis.com/firm/70000001019903200,branch
Вардек,фабрика кухонной мебели,Мебель на заказ; Мебель для кухни; Мебель для ванных комнат; Корпусная мебель; Мебельные фасады,"Красный проспект, 65",67 офис; 3 этаж,630091,,Центральный район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-16:00; Вс: 11:00-16:00 (по предварительному звонку),+07:00,4.5,4,89538084555,,,,,http://vardek.ru,,,,,https://wa.me/79538084555,,,,,,,,,,55.042516,82.916645,https://2gis.com/firm/70000001082894807,branch
Встрой-Мебель,производственно-торговая компания,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Изделия из камня для помещений; Детская мебель; Мебельные фасады; Распиловка древесины,"улица Сибиряков-Гвардейцев, 51/1",111 офис; 1 этаж,630088,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00 (по предварительному звонку),+07:00,4.7,32,83832134785,89039039644,83832813636,,,http://www.nsk-vm.ru,http://max.ru/9139854785,,,https://vk.com/vstroymebelnsk,https://wa.me/79039039644,https://wa.me/79139854785,,viber://chat/?number=79139854785,,,https://t.me/vstroy_mebel,,,,54.944288,82.899762,https://2gis.com/firm/141265770802071,branch
Вуд творец,мебельная фабрика,"Мебель на заказ; Мебельные фабрики; Мебель для кухни; Корпусная мебель; Распиловка древесины; Деревообработка; ЛДСП, ДВПО, МДФ; ДСП, ДВП, фанера; Офисная мебель; Мебель для ванных комнат; Детская мебель; Мебельные фасады","улица Мира, 58а",1 этаж,630024,,Кировский район,Новосибирск,Новосибирск городской округ,Новосибирская область,Россия,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+07:00,3.9,16,83832143753,89139123753,,,,http://wood.tworez.ru,,,,https://vk.com/kuhninvosibirsk,,,,,,,https://t.me/+79139123753,,,https://youtube.com/@WoodTworez,54.961774,82.924175,https://2gis.com/firm/141265770452626,branch
