Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL,Тип
Hoff,гипермаркет мебели и товаров для дома,Мебель на заказ; Мебельные магазины; Мягкая мебель; Офисная мебель; Детская мебель; Мебель для кухни; Бескаркасная мебель; Бытовая химия; Карнизы; Керамические изделия; Ковры; Кондитерский инвентарь; Матрасы; Мебель из стекла; Металлическая мебель; Портьерные ткани и шторы; Домашний текстиль; Посуда; Садово-парковая мебель; Хозтовары; Корпусная мебель; Мебель для ванных комнат,"улица Репина, 94",1 этаж,620043,Юго-Западный м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.7,2580,83433023593,,,info@hoff.ru,client@stores.hoff.ru,http://hoff.ru/catalog/actions/jule_promo,,,,https://vk.com/hoffrus,,,,,,,https://t.me/hoff_inspiration,,,https://youtube.com/user/hoffrussia,56.817698,60.539012,https://2gis.com/firm/1267166676266981,branch
Homefort,студия кухни,Мебель на заказ; Мебель для кухни; Мягкая мебель; Бытовая техника,"Мельковская улица, 3",1 этаж,620027,Центр м-н,Железнодорожный район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00,+05:00,5.0,1,83433703705,83433703704,89221840840,designer@k-lider.ru,tehnika@k-lider.ru,http://homefort-ekb.ru,,,,,,,,,,,https://t.me/+79221840840,,,,56.849661,60.604969,https://2gis.com/firm/1267165676510918,branch
Indivvo,фабрика мягкой мебели,Мебель на заказ; Детская мебель; Мягкая мебель; Мебель для кухни; Корпусная мебель; Ремонт мебели,"улица Академика Парина, 37а",,620105,,Академический район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,5,89655472764,,,,,http://indivvo.ru,,,,https://vk.com/indivvo,,,,,,,https://t.me/IndivvoValeria,,,,56.783759,60.503241,https://2gis.com/firm/70000001104612666,branch
Jam,студия мебели,Мебель на заказ; Мебель для кухни; Дизайн интерьеров; Корпусная мебель; Детская мебель,"улица Хомякова, 2",302 офис; 3 этаж,620014,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-18:00; Вс: 11:00-18:00,+05:00,4.5,13,83433614052,,,,,http://mebeljam.ru,,,,https://vk.com/mebeljam,https://wa.me/79221814052,,,,,,https://t.me/jammebel,,,,56.841163,60.579164,https://2gis.com/firm/1267165677245201,branch
K2 Home,фабрика кухонь и шкафов,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель,"Учителей, 38/1",,620137,Пионерский м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,328,89030856828,83433022789 (единый номер),,,,http://k2home.ru,,,,https://vk.com/k2home,https://wa.me/79030856828,,,,,,https://t.me/+79030856828,,,,56.871155,60.635081,https://2gis.com/firm/70000001039298140,branch
Kitchen Cherish,салон,Мебель на заказ; Корпусная мебель; Мебель для кухни,"Новостроя, 1а",310 офис; 3 этаж,620024,Уктус м-н,Чкаловский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00,+05:00,5.0,16,88003003902,,,,,http://kitchen-cherish.ru,,,,https://vk.com/public213985104,https://wa.me/79122608869,,,viber://chat/?number=79122608869,,,https://t.me/+79122608869,,,,56.771541,60.631505,https://2gis.com/firm/70000001062383765,branch
Komandor,фирменный салон мебели,Мебель на заказ; Мебельные магазины; Детская мебель; Офисная мебель; Корпусная мебель; Мебель для кухни,"проспект Космонавтов, 54",3 этаж,620091,Эльмаш м-н,Орджоникидзевский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-19:00,+05:00,4.8,23,89826875053,89122811913,,,,http://td-komandor.ru,http://max.ru/id6670130366_biz,,,,https://wa.me/79122811913,,,,,,https://t.me/+79122811913,,,,56.891979,60.614562,https://2gis.com/firm/70000001037312868,branch
Light Box,салон мебели,Мебель на заказ; Мебельные магазины; Корпусная мебель; Мебель для кухни; Детская мебель; Офисная мебель,"Студенческая улица, 11",440 помещение; 4 этаж,620137,Втузгородок м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 11:00-18:00 (по предварительной записи),+05:00,4.5,8,83433699106,89630467406,89221428420,,,http://seomamaweb.wixsite.com/lightbox,http://t.me/lightinbox,,,,https://wa.me/79630467406,https://wa.me/79221428420,,,,,,,,,56.850452,60.662157,https://2gis.com/firm/70000001021666770,branch
Ligne Roset,салон-магазин,Мебель на заказ; Мебель для кухни; Мягкая мебель; Корпусная мебель,"улица Мамина-Сибиряка, 126",1 этаж,620026,Центр м-н,Октябрьский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 11:00-18:00; Вт: 11:00-18:00; Ср: 11:00-18:00; Чт: 11:00-18:00; Пт: 11:00-18:00; Сб: 11:00-17:00,+05:00,,,83433557198,83433557197,,,,http://ligne-roset.com,http://saiwala.ru,,,,,,,,,,https://t.me/atc_ekb,,,,56.832817,60.619967,https://2gis.com/firm/1267165676584680,branch
Lorena кухни,сеть мебельных салонов,Мебель на заказ; Мебельные магазины; Мебель для кухни; Корпусная мебель,"Верх-Исетский бульвар, 13",А корпус; 1 этаж,620028,ВИЗ м-н,Верх-Исетский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,49,83432908444,,,eburg7@lorena-kuhni.ru,eburg7.lorena@gmail.com,http://ekaterinburg.lorena-kuhni.ru,http://dzen.ru/lorenamebel,,,https://vk.com/lorena_kuhni_club,,,,,,,https://t.me/lorenasale,,,https://youtube.com/channel/uc_bkldd5b16vv7lujcc8iyw,56.837985,60.57494,https://2gis.com/firm/70000001032386066,branch
M.style,,Мебель на заказ; Корпусная мебель; Детская мебель; Мебель для кухни; Офисная мебель,"Уральская улица, 24а",,624070,,,Среднеуральск,Среднеуральск муниципальный округ,Свердловская область,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+05:00,5.0,1,89527273505,89024495843,,,,http://mstyle-mebel.ru,,,,https://vk.com/mebel_m.style,https://wa.me/79527273505,,,viber://chat/?number=79527273505,,,,,,,56.990836,60.459866,https://2gis.com/firm/70000001042725622,branch
Mainhouse-store,интернет-магазин,Мебель на заказ; Бытовая техника; Мебель для кухни; Напольные покрытия; Мебельные фасады; Дизайн интерьеров; Жалюзи,"Первомайская улица, 109",113 офис; 1 этаж,620049,Втузгородок м-н,Кировский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 10:30-19:00; Вт: 10:30-19:00; Ср: 10:30-19:00; Чт: 10:30-19:00; Пт: 10:30-19:00; Сб: 11:30-18:00; Вс: 11:30-18:00 (по предварительной записи),+05:00,5.0,1,83433287776,,,,,http://mainhouse-store.ru,,,,,,,,,,,,,,,56.848121,60.664881,https://2gis.com/firm/70000001043193993,branch
Marmax Home,мебельное пространство,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мебель для ванных комнат; Офисная мебель,"улица Чайковского, 80/1",1 этаж,620130,Автовокзал м-н,Чкаловский район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00,+05:00,4.9,18,89030798343,,,,,http://marmax-home.ru,,,,https://vk.com/marmax_home,,,,,,,https://t.me/79090067484,,,https://youtube.com/@marmax-home,56.802235,60.623181,https://2gis.com/firm/70000001046769826,branch
Meb96,пункт выдачи интернет-заказов,Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель; Мягкая мебель; Офисная мебель; Мебель для ванных комнат; Матрасы; Мебельная фурнитура; Пункты выдачи интернет-заказов,"улица Крупносортщиков, 14",104 офис; 1 этаж,620141,Новая Сортировка м-н,Железнодорожный район,Екатеринбург,Екатеринбург городской округ,Свердловская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-17:00,+05:00,4.6,310,83433511949,,,,,http://meb96.ru,,,,https://vk.com/meb96_ru,,,,,,,https://t.me/+79221769696,,,,56.862401,60.565063,https://2gis.com/firm/1267166676341736,branch
